Notes,County,County Code,Avg Daily Max Air Temperature (F),Avg Daily Min Air Temperature (F),Avg Daily Max Heat Index (F),County_Formatted,latitude,longitude
,"Lake County, IL",17097.0,55.94,40.85,89.65,"Lake County, IL",42.3243,-88.0155
,"LaSalle County, IL",17099.0,59.06,42.08,90.63,"LaSalle County, IL",41.2787,-88.8759
,"Lawrence County, IL",17101.0,64.15,46.59,92,"Lawrence County, IL",38.709,-87.7143
,"Lee County, IL",17103.0,57.89,41.37,90.29,"Lee County, IL",41.7519,-89.2867
,"Livingston County, IL",17105.0,59.46,42.81,90.58,"Livingston County, IL",40.8666,-88.5871
,"Logan County, IL",17107.0,61.51,43.85,91.46,"Logan County, IL",40.1187,-89.3736
,"McDonough County, IL",17109.0,61.21,43.03,91.76,"McDonough County, IL",40.4649,-90.6775
,"McHenry County, IL",17111.0,55.92,39.68,89.62,"McHenry County, IL",42.3249,-88.4523
,"McLean County, IL",17113.0,59.94,43.4,90.56,"McLean County, IL",40.5209,-88.8633
,"Macon County, IL",17115.0,61.64,44.11,91.14,"Macon County, IL",39.8618,-88.9818
,"Macoupin County, IL",17117.0,63.37,45.32,91.9,"Macoupin County, IL",39.2597,-89.9251
,"Madison County, IL",17119.0,64.47,46.7,92.47,"Madison County, IL",38.8281,-89.8552
,"Marion County, IL",17121.0,64.21,47.1,91.99,"Marion County, IL",38.6548,-88.9187
,"Marshall County, IL",17123.0,59.76,42.29,90.87,"Marshall County, IL",41.0318,-89.3429
,"Mason County, IL",17125.0,61.95,43.97,91.95,"Mason County, IL",40.2453,-89.8583
,"Massac County, IL",17127.0,66.67,48.84,92.82,"Massac County, IL",37.2023,-88.6978
,"Menard County, IL",17129.0,62.21,44.21,91.73,"Menard County, IL",40.027,-89.787
,"Mercer County, IL",17131.0,59.64,41.64,91.32,"Mercer County, IL",41.1981,-90.7508
,"Monroe County, IL",17133.0,65.43,47.34,92.92,"Monroe County, IL",38.3052,-90.1415
,"Montgomery County, IL",17135.0,63.15,45.4,91.63,"Montgomery County, IL",39.2602,-89.4209
,"Morgan County, IL",17137.0,62.66,44.5,91.94,"Morgan County, IL",39.7065,-90.1763
,"Moultrie County, IL",17139.0,62.1,44.7,91.16,"Moultrie County, IL",39.6126,-88.6408
,"Ogle County, IL",17141.0,56.93,40.18,90.19,"Ogle County, IL",42.046,-89.3137
,"Peoria County, IL",17143.0,60.2,42.37,91.15,"Peoria County, IL",40.7421,-89.7691
,"Perry County, IL",17145.0,65.44,47.3,92.65,"Perry County, IL",38.0848,-89.356
,"Piatt County, IL",17147.0,61.25,43.85,90.96,"Piatt County, IL",40.0383,-88.6044
,"Pike County, IL",17149.0,62.94,44.45,92.46,"Pike County, IL",39.6204,-90.9168
,"Pope County, IL",17151.0,65.86,48.08,92.27,"Pope County, IL",37.3341,-88.5987
,"Pulaski County, IL",17153.0,66.77,49.05,93.09,"Pulaski County, IL",37.2017,-89.1515
,"Putnam County, IL",17155.0,59.57,42.05,90.95,"Putnam County, IL",41.2193,-89.3147
,"Randolph County, IL",17157.0,65.78,47.76,92.89,"Randolph County, IL",38.0133,-89.8253
,"Richland County, IL",17159.0,63.95,46.6,91.93,"Richland County, IL",38.7098,-88.0966
,"Rock Island County, IL",17161.0,59.14,41.24,91.11,"Rock Island County, IL",41.5548,-90.3036
,"St. Clair County, IL",17163.0,65.14,47.11,92.81,"St. Clair County, IL",38.439,-89.9328
,"Saline County, IL",17165.0,65.74,48.27,92.58,"Saline County, IL",37.754,-88.5405
,"Sangamon County, IL",17167.0,62.6,44.74,91.63,"Sangamon County, IL",39.7498,-89.7053
,"Schuyler County, IL",17169.0,62.01,43.8,92.11,"Schuyler County, IL",40.1317,-90.6279
,"Scott County, IL",17171.0,63.03,44.68,92.4,"Scott County, IL",39.655,-90.4782
,"Shelby County, IL",17173.0,62.55,45.07,91.35,"Shelby County, IL",39.4274,-88.7479
,"Stark County, IL",17175.0,59.41,41.63,90.84,"Stark County, IL",41.0982,-89.8116
,"Stephenson County, IL",17177.0,56.17,39.1,90.09,"Stephenson County, IL",42.3498,-89.6607
,"Tazewell County, IL",17179.0,60.78,43.05,91.25,"Tazewell County, IL",40.5355,-89.5459
,"Union County, IL",17181.0,65.88,48.5,92.56,"Union County, IL",37.4654,-89.2571
,"Vermilion County, IL",17183.0,60.68,43.61,90.64,"Vermilion County, IL",40.1783,-87.7363
,"Wabash County, IL",17185.0,64.69,47.04,92.11,"Wabash County, IL",38.4039,-87.8596
,"Warren County, IL",17187.0,60.18,42.15,91.33,"Warren County, IL",40.8489,-90.6152
,"Washington County, IL",17189.0,65.15,47.18,92.57,"Washington County, IL",38.3664,-89.4248
,"Wayne County, IL",17191.0,64.88,47.34,92.31,"Wayne County, IL",38.4333,-88.4237
,"White County, IL",17193.0,65.46,47.75,92.43,"White County, IL",38.0724,-88.1691
,"Whiteside County, IL",17195.0,58.54,40.84,90.87,"Whiteside County, IL",41.7565,-89.9385
,"Will County, IL",17197.0,58.3,41.49,90.24,"Will County, IL",41.4662,-87.8889
,"Williamson County, IL",17199.0,65.63,49.17,92.6,"Williamson County, IL",37.7281,-88.9297
,"Winnebago County, IL",17201.0,56.56,39.61,90.16,"Winnebago County, IL",42.3251,-89.1691
,"Woodford County, IL",17203.0,59.84,42.46,90.71,"Woodford County, IL",40.7626,-89.2427
,"Adams County, IN",18001.0,59.23,43.27,89.22,"Adams County, IN",40.7462,-84.9366
,"Allen County, IN",18003.0,58.77,42.68,89.23,"Allen County, IN",41.0968,-85.0703
,"Bartholomew County, IN",18005.0,62.0,46.07,90.76,"Bartholomew County, IN",39.1949,-85.8843
,"Benton County, IN",18007.0,59.66,42.98,90.09,"Benton County, IN",40.6037,-87.3111
,"Blackford County, IN",18009.0,59.36,43.31,89.38,"Blackford County, IN",40.4729,-85.3261
,"Boone County, IN",18011.0,60.08,44.14,89.85,"Boone County, IN",40.0509,-86.4686
,"Brown County, IN",18013.0,61.72,45.41,90.8,"Brown County, IN",39.1969,-86.2264
,"Carroll County, IN",18015.0,59.88,43.44,90.26,"Carroll County, IN",40.5879,-86.5729
,"Cass County, IN",18017.0,59.25,43.39,90,"Cass County, IN",40.7369,-86.3737
,"Clark County, IN",18019.0,63.73,47.72,90.94,"Clark County, IN",38.4373,-85.8012
,"Clay County, IN",18021.0,61.92,45.36,91.21,"Clay County, IN",39.3825,-87.091
,"Clinton County, IN",18023.0,59.94,43.87,89.93,"Clinton County, IN",40.3086,-86.4691
,"Crawford County, IN",18025.0,64.04,47.46,91.13,"Crawford County, IN",38.2644,-86.4229
,"Daviess County, IN",18027.0,63.84,47.29,91.73,"Daviess County, IN",38.6977,-87.0972
,"Dearborn County, IN",18029.0,61.95,45.37,90.08,"Dearborn County, IN",39.1215,-84.9602
,"Decatur County, IN",18031.0,61.27,45.4,89.9,"Decatur County, IN",39.2866,-85.4915
,"De Kalb County, IN",18033.0,57.64,41.56,88.94,"De Kalb County, IN",,
,"Delaware County, IN",18035.0,59.47,43.87,89.44,"Delaware County, IN",40.2284,-85.3965
,"Dubois County, IN",18037.0,64.49,47.78,91.62,"Dubois County, IN",38.3651,-86.8769
,"Elkhart County, IN",18039.0,57.37,41.38,89.3,"Elkhart County, IN",41.5984,-85.8585
,"Fayette County, IN",18041.0,60.42,44.23,89.56,"Fayette County, IN",39.6562,-85.1677
,"Floyd County, IN",18043.0,64.17,47.8,90.89,"Floyd County, IN",38.2987,-85.8932
,"Fountain County, IN",18045.0,60.7,43.84,90.7,"Fountain County, IN",40.1604,-87.2644
,"Franklin County, IN",18047.0,61.0,44.74,89.7,"Franklin County, IN",39.3971,-85.0571
,"Fulton County, IN",18049.0,58.68,42.7,89.71,"Fulton County, IN",41.041,-86.2066
,"Gibson County, IN",18051.0,64.86,47.26,92.01,"Gibson County, IN",38.3499,-87.5678
,"Grant County, IN",18053.0,59.47,43.4,89.51,"Grant County, IN",40.5179,-85.655
,"Greene County, IN",18055.0,62.93,46.29,91.43,"Greene County, IN",39.0348,-86.9615
,"Hamilton County, IN",18057.0,60.34,44.27,89.92,"Hamilton County, IN",40.0846,-86.0524
,"Hancock County, IN",18059.0,60.46,44.54,89.9,"Hancock County, IN",39.8222,-85.775
,"Harrison County, IN",18061.0,64.28,47.79,91,"Harrison County, IN",38.1907,-86.1341
,"Hendricks County, IN",18063.0,60.51,44.77,90.19,"Hendricks County, IN",39.7622,-86.5068
,"Henry County, IN",18065.0,59.52,44.39,89.3,"Henry County, IN",39.9332,-85.3884
,"Howard County, IN",18067.0,59.65,43.57,89.74,"Howard County, IN",40.4698,-86.1192
,"Huntington County, IN",18069.0,59.25,43.12,89.48,"Huntington County, IN",40.8297,-85.4885
,"Jackson County, IN",18071.0,62.92,46.39,91.03,"Jackson County, IN",38.8901,-86.0369
,"Jasper County, IN",18073.0,58.86,42.18,90.1,"Jasper County, IN",41.0105,-87.1034
,"Jay County, IN",18075.0,59.23,43.36,89.22,"Jay County, IN",40.4373,-85.0053
,"Jefferson County, IN",18077.0,62.58,46.88,90.45,"Jefferson County, IN",38.7525,-85.4432
,"Jennings County, IN",18079.0,62.35,46.54,90.49,"Jennings County, IN",39.0071,-85.621
,"Johnson County, IN",18081.0,61.3,45.39,90.45,"Johnson County, IN",39.4828,-86.1012
,"Knox County, IN",18083.0,64.22,47.14,91.95,"Knox County, IN",38.662,-87.4295
,"Kosciusko County, IN",18085.0,58.17,42.04,89.33,"Kosciusko County, IN",41.2387,-85.8534
,"Lagrange County, IN",18087.0,57.03,40.74,88.97,"Lagrange County, IN",,
,"Lake County, IN",18089.0,58.25,41.79,90.17,"Lake County, IN",41.438,-87.3727
,"La Porte County, IN",18091.0,57.53,41.9,89.79,"La Porte County, IN",,
,"Lawrence County, IN",18093.0,62.8,46.03,91.08,"Lawrence County, IN",38.8406,-86.48
,"Madison County, IN",18095.0,59.85,43.98,89.7,"Madison County, IN",40.1589,-85.7193
,"Marion County, IN",18097.0,60.96,44.98,90.32,"Marion County, IN",39.7798,-86.1394
,"Marshall County, IN",18099.0,58.03,42.25,89.62,"Marshall County, IN",41.3315,-86.2622
,"Martin County, IN",18101.0,63.64,47.05,91.42,"Martin County, IN",38.7056,-86.8034
,"Miami County, IN",18103.0,59.1,43.09,89.72,"Miami County, IN",40.7805,-86.0549
,"Monroe County, IN",18105.0,61.69,44.83,90.99,"Monroe County, IN",39.1741,-86.5267
,"Montgomery County, IN",18107.0,60.46,43.98,90.31,"Montgomery County, IN",40.0431,-86.894
,"Morgan County, IN",18109.0,61.4,45.15,90.82,"Morgan County, IN",39.4884,-86.4692
,"Newton County, IN",18111.0,59.21,42.42,90.24,"Newton County, IN",40.9788,-87.4012
,"Noble County, IN",18113.0,57.44,41.13,88.93,"Noble County, IN",41.402,-85.4233
,"Ohio County, IN",18115.0,62.47,45.98,90.22,"Ohio County, IN",38.9655,-84.9412
,"Orange County, IN",18117.0,63.48,46.84,91,"Orange County, IN",38.5438,-86.4952
,"Owen County, IN",18119.0,61.8,45.51,91.17,"Owen County, IN",39.3203,-86.8697
,"Parke County, IN",18121.0,61.27,45.15,90.96,"Parke County, IN",39.7787,-87.1924
,"Perry County, IN",18123.0,64.76,48.09,91.53,"Perry County, IN",38.0538,-86.6108
,"Pike County, IN",18125.0,64.58,47.25,91.86,"Pike County, IN",38.3898,-87.2403
,"Porter County, IN",18127.0,58.02,41.67,90.05,"Porter County, IN",41.4674,-87.0746
,"Posey County, IN",18129.0,65.51,47.9,92.38,"Posey County, IN",38.0025,-87.8613
,"Pulaski County, IN",18131.0,59.08,42.66,90.08,"Pulaski County, IN",41.041,-86.6992
,"Putnam County, IN",18133.0,60.84,45.22,90.57,"Putnam County, IN",39.6666,-86.8498
,"Randolph County, IN",18135.0,59.02,43.94,88.9,"Randolph County, IN",40.1599,-85.0115
,"Ripley County, IN",18137.0,61.68,45.77,89.79,"Ripley County, IN",39.112,-85.2718
,"Rush County, IN",18139.0,60.34,44.26,89.55,"Rush County, IN",39.6214,-85.4664
,"St. Joseph County, IN",18141.0,57.49,42.12,89.63,"St. Joseph County, IN",41.5981,-86.2736
,"Scott County, IN",18143.0,63.23,47.26,91.01,"Scott County, IN",38.6962,-85.7482
,"Shelby County, IN",18145.0,61.24,45.28,90.3,"Shelby County, IN",39.5242,-85.7912
,"Spencer County, IN",18147.0,65.17,47.82,91.95,"Spencer County, IN",37.9945,-87.0107
,"Starke County, IN",18149.0,58.28,42.18,89.91,"Starke County, IN",41.298,-86.6191
,"Steuben County, IN",18151.0,56.66,40.48,88.57,"Steuben County, IN",41.6431,-85.0003
,"Sullivan County, IN",18153.0,63.03,46.42,91.68,"Sullivan County, IN",39.0809,-87.4202
,"Switzerland County, IN",18155.0,62.73,46.54,90.37,"Switzerland County, IN",38.8084,-85.0112
,"Tippecanoe County, IN",18157.0,60.24,43.56,90.41,"Tippecanoe County, IN",40.3925,-86.8937
,"Tipton County, IN",18159.0,59.84,43.82,89.68,"Tipton County, IN",40.3095,-86.0521
,"Union County, IN",18161.0,60.32,44.25,89.31,"Union County, IN",39.6256,-84.925
,"Vanderburgh County, IN",18163.0,65.35,47.79,92.09,"Vanderburgh County, IN",37.9993,-87.5741
,"Vermillion County, IN",18165.0,61.49,44.67,91.16,"Vermillion County, IN",39.8784,-87.4557
,"Vigo County, IN",18167.0,62.39,45.53,91.56,"Vigo County, IN",39.435,-87.3855
,"Wabash County, IN",18169.0,59.24,43.13,89.67,"Wabash County, IN",40.8493,-85.7919
,"Warren County, IN",18171.0,60.31,43.45,90.44,"Warren County, IN",40.3028,-87.3887
,"Warrick County, IN",18173.0,65.32,47.79,92.08,"Warrick County, IN",38.062,-87.2847
,"Washington County, IN",18175.0,62.87,46.52,90.53,"Washington County, IN",38.6055,-86.097
,"Wayne County, IN",18177.0,59.44,44.47,89.09,"Wayne County, IN",39.8599,-85.0169
,"Wells County, IN",18179.0,59.24,43.22,89.3,"Wells County, IN",40.7426,-85.2027
,"White County, IN",18181.0,59.64,43.08,90.19,"White County, IN",40.7372,-86.9234
,"Whitley County, IN",18183.0,58.22,41.96,89.2,"Whitley County, IN",41.1483,-85.5122
,"Adair County, IA",19001.0,59.09,41.18,90.72,"Adair County, IA",41.3297,-94.4707
,"Adams County, IA",19003.0,60.03,42.18,91.2,"Adams County, IA",41.0282,-94.6995
,"Allamakee County, IA",19005.0,54.7,37.75,89.86,"Allamakee County, IA",43.2887,-91.3442
,"Appanoose County, IA",19007.0,60.28,41.91,91.68,"Appanoose County, IA",40.743,-92.868
,"Audubon County, IA",19009.0,58.29,40.03,90.26,"Audubon County, IA",41.6815,-94.9186
,"Benton County, IA",19011.0,57.68,40.17,90.77,"Benton County, IA",42.0802,-92.067
,"Black Hawk County, IA",19013.0,56.85,39.14,90.61,"Black Hawk County, IA",42.4762,-92.318
,"Boone County, IA",19015.0,57.88,40.4,90.81,"Boone County, IA",42.037,-93.9317
,"Bremer County, IA",19017.0,55.87,38.69,90.22,"Bremer County, IA",42.7701,-92.3182
,"Buchanan County, IA",19019.0,56.49,39.18,90.35,"Buchanan County, IA",42.4728,-91.845
,"Buena Vista County, IA",19021.0,56.67,38.79,89.72,"Buena Vista County, IA",42.7359,-95.1507
,"Butler County, IA",19023.0,56.23,38.64,90.42,"Butler County, IA",42.7342,-92.7904
,"Calhoun County, IA",19025.0,57.38,39.75,90.2,"Calhoun County, IA",42.3806,-94.6272
,"Carroll County, IA",19027.0,57.96,39.91,90.25,"Carroll County, IA",42.0384,-94.8606
,"Cass County, IA",19029.0,59.55,41.33,90.94,"Cass County, IA",41.335,-94.9277
,"Cedar County, IA",19031.0,58.1,40.51,90.8,"Cedar County, IA",41.7722,-91.1322
,"Cerro Gordo County, IA",19033.0,55.14,38.42,89.82,"Cerro Gordo County, IA",43.0793,-93.2608
,"Cherokee County, IA",19035.0,56.87,38.5,89.81,"Cherokee County, IA",42.742,-95.6238
,"Chickasaw County, IA",19037.0,54.79,38.01,89.74,"Chickasaw County, IA",43.0488,-92.3177
,"Clarke County, IA",19039.0,59.85,42.25,91.32,"Clarke County, IA",41.0282,-93.7857
,"Clay County, IA",19041.0,55.82,37.78,89.51,"Clay County, IA",43.0784,-95.1509
,"Clayton County, IA",19043.0,55.44,38.17,90.07,"Clayton County, IA",42.8621,-91.3526
,"Clinton County, IA",19045.0,58.08,40.61,90.88,"Clinton County, IA",41.8816,-90.5324
,"Crawford County, IA",19047.0,58.22,39.86,90.19,"Crawford County, IA",42.0372,-95.3818
,"Dallas County, IA",19049.0,59.11,40.67,91.36,"Dallas County, IA",41.6806,-94.0474
,"Davis County, IA",19051.0,60.4,42.59,91.84,"Davis County, IA",40.7369,-92.4085
,"Decatur County, IA",19053.0,60.53,42.16,91.71,"Decatur County, IA",40.7401,-93.786
,"Delaware County, IA",19055.0,56.07,38.67,90.12,"Delaware County, IA",42.471,-91.3709
,"Des Moines County, IA",19057.0,60.13,41.95,91.55,"Des Moines County, IA",40.885,-91.1962
,"Dickinson County, IA",19059.0,55.04,38.0,89.12,"Dickinson County, IA",43.3759,-95.1509
,"Dubuque County, IA",19061.0,56.14,38.72,90.14,"Dubuque County, IA",42.485,-90.8953
,"Emmet County, IA",19063.0,55.0,37.26,89.49,"Emmet County, IA",43.3757,-94.6784
,"Fayette County, IA",19065.0,54.99,38.68,89.86,"Fayette County, IA",42.8639,-91.8442
,"Floyd County, IA",19067.0,55.35,38.64,90,"Floyd County, IA",43.0597,-92.7887
,"Franklin County, IA",19069.0,55.85,38.88,90.04,"Franklin County, IA",42.7302,-93.2624
,"Fremont County, IA",19071.0,61.88,42.75,92.15,"Fremont County, IA",40.7414,-95.6361
,"Greene County, IA",19073.0,58.09,40.57,90.74,"Greene County, IA",42.0384,-94.397
,"Grundy County, IA",19075.0,56.72,38.79,90.48,"Grundy County, IA",42.3803,-92.7681
,"Guthrie County, IA",19077.0,58.68,40.72,90.76,"Guthrie County, IA",41.6815,-94.5123
,"Hamilton County, IA",19079.0,56.92,40.11,90.42,"Hamilton County, IA",42.3873,-93.6974
,"Hancock County, IA",19081.0,55.33,38.22,89.66,"Hancock County, IA",43.0894,-93.7341
,"Hardin County, IA",19083.0,56.57,39.44,90.37,"Hardin County, IA",42.376,-93.2326
,"Harrison County, IA",19085.0,59.99,41.08,91.22,"Harrison County, IA",41.6861,-95.84
,"Henry County, IA",19087.0,60.31,41.86,91.84,"Henry County, IA",40.9933,-91.5447
,"Howard County, IA",19089.0,53.75,36.91,89.18,"Howard County, IA",43.3561,-92.3172
,"Humboldt County, IA",19091.0,56.67,39.23,90.13,"Humboldt County, IA",42.7806,-94.2073
,"Ida County, IA",19093.0,57.46,39.31,89.98,"Ida County, IA",42.3883,-95.4964
,"Iowa County, IA",19095.0,58.61,41.16,91.16,"Iowa County, IA",41.6805,-92.067
,"Jackson County, IA",19097.0,57.26,40.19,90.69,"Jackson County, IA",42.2091,-90.6306
,"Jasper County, IA",19099.0,58.84,40.75,91.29,"Jasper County, IA",41.6847,-93.0574
,"Jefferson County, IA",19101.0,60.04,41.81,91.8,"Jefferson County, IA",41.036,-91.9487
,"Johnson County, IA",19103.0,58.83,41.14,91.21,"Johnson County, IA",41.645,-91.5998
,"Jones County, IA",19105.0,57.1,40.07,90.47,"Jones County, IA",42.1213,-91.1314
,"Keokuk County, IA",19107.0,59.57,42.09,91.56,"Keokuk County, IA",41.3368,-92.1791
,"Kossuth County, IA",19109.0,55.47,38.17,89.79,"Kossuth County, IA",43.2073,-94.2065
,"Lee County, IA",19111.0,60.99,42.51,92.18,"Lee County, IA",40.5953,-91.5386
,"Linn County, IA",19113.0,57.7,40.37,90.81,"Linn County, IA",42.0798,-91.5998
,"Louisa County, IA",19115.0,59.8,41.61,91.64,"Louisa County, IA",41.2473,-91.2998
,"Lucas County, IA",19117.0,59.91,41.49,91.56,"Lucas County, IA",41.0271,-93.3276
,"Lyon County, IA",19119.0,56.59,37.99,89.64,"Lyon County, IA",43.3789,-96.1922
,"Madison County, IA",19121.0,59.53,41.41,91.31,"Madison County, IA",41.3347,-94.0158
,"Mahaska County, IA",19123.0,59.68,41.76,91.63,"Mahaska County, IA",41.3323,-92.6409
,"Marion County, IA",19125.0,59.95,41.58,91.84,"Marion County, IA",41.3353,-93.0995
,"Marshall County, IA",19127.0,57.53,39.54,90.81,"Marshall County, IA",42.0363,-92.9991
,"Mills County, IA",19129.0,61.26,42.68,91.85,"Mills County, IA",41.0311,-95.6218
,"Mitchell County, IA",19131.0,54.31,37.54,89.48,"Mitchell County, IA",43.3501,-92.7891
,"Monona County, IA",19133.0,59.47,40.55,91.06,"Monona County, IA",42.0396,-95.9525
,"Monroe County, IA",19135.0,60.05,41.71,91.71,"Monroe County, IA",41.0265,-92.8691
,"Montgomery County, IA",19137.0,60.47,42.18,91.49,"Montgomery County, IA",41.0305,-95.1562
,"Muscatine County, IA",19139.0,59.21,41.05,91.31,"Muscatine County, IA",41.47,-91.0769
,"O'Brien County, IA",19141.0,56.15,38.39,89.44,"O'Brien County, IA",43.0766,-95.6242
,"Osceola County, IA",19143.0,55.12,38.21,88.97,"Osceola County, IA",43.3805,-95.624
,"Page County, IA",19145.0,61.05,42.5,91.75,"Page County, IA",40.7362,-95.1569
,"Palo Alto County, IA",19147.0,55.94,38.15,89.74,"Palo Alto County, IA",43.0818,-94.6781
,"Plymouth County, IA",19149.0,57.89,38.91,90.25,"Plymouth County, IA",42.7356,-96.2455
,"Pocahontas County, IA",19151.0,56.72,39.09,89.95,"Pocahontas County, IA",42.7329,-94.6786
,"Polk County, IA",19153.0,59.19,40.74,91.5,"Polk County, IA",41.6673,-93.5815
,"Pottawattamie County, IA",19155.0,60.22,41.76,91.27,"Pottawattamie County, IA",41.3347,-95.5518
,"Poweshiek County, IA",19157.0,58.52,40.72,91.07,"Poweshiek County, IA",41.6853,-92.5332
,"Ringgold County, IA",19159.0,60.26,42.52,91.3,"Ringgold County, IA",40.7361,-94.2434
,"Sac County, IA",19161.0,57.44,39.55,89.98,"Sac County, IA",42.3887,-95.0899
,"Scott County, IA",19163.0,58.76,40.84,90.96,"Scott County, IA",41.6065,-90.62
,"Shelby County, IA",19165.0,59.04,40.51,90.55,"Shelby County, IA",41.6806,-95.3254
,"Sioux County, IA",19167.0,57.05,38.07,89.88,"Sioux County, IA",43.0847,-96.1572
,"Story County, IA",19169.0,57.82,39.96,90.87,"Story County, IA",42.037,-93.4652
,"Tama County, IA",19171.0,57.63,39.87,90.77,"Tama County, IA",42.0847,-92.533
,"Taylor County, IA",19173.0,60.43,42.63,91.37,"Taylor County, IA",40.734,-94.7
,"Union County, IA",19175.0,59.64,41.95,91.03,"Union County, IA",41.0298,-94.2429
,"Van Buren County, IA",19177.0,60.6,42.35,92.06,"Van Buren County, IA",40.7517,-91.9485
,"Wapello County, IA",19179.0,60.14,42.42,91.82,"Wapello County, IA",41.0308,-92.4096
,"Warren County, IA",19181.0,59.78,41.23,91.69,"Warren County, IA",41.3336,-93.5592
,"Washington County, IA",19183.0,59.47,41.23,91.55,"Washington County, IA",41.3304,-91.7158
,"Wayne County, IA",19185.0,60.26,41.54,91.59,"Wayne County, IA",40.7372,-93.327
,"Webster County, IA",19187.0,57.23,39.92,90.34,"Webster County, IA",42.4344,-94.1647
,"Winnebago County, IA",19189.0,54.61,37.59,89.47,"Winnebago County, IA",43.3803,-93.7342
,"Winneshiek County, IA",19191.0,54.3,37.63,89.53,"Winneshiek County, IA",43.2932,-91.8426
,"Woodbury County, IA",19193.0,58.55,39.64,90.58,"Woodbury County, IA",42.3866,-96.0407
,"Worth County, IA",19195.0,54.36,37.49,89.5,"Worth County, IA",43.3787,-93.2608
,"Wright County, IA",19197.0,56.19,39.23,90.03,"Wright County, IA",42.7343,-93.7351
,"Allen County, KS",20001.0,66.61,46.49,93.32,"Allen County, KS",37.8864,-95.2995
,"Anderson County, KS",20003.0,65.87,46.5,93.17,"Anderson County, KS",38.2169,-95.2968
,"Atchison County, KS",20005.0,63.85,45.22,92.8,"Atchison County, KS",39.5364,-95.3379
,"Barber County, KS",20007.0,69.78,48.65,92.82,"Barber County, KS",37.2356,-98.6754
,"Barton County, KS",20009.0,67.2,46.14,91.75,"Barton County, KS",38.4839,-98.7568
,"Bourbon County, KS",20011.0,66.69,46.92,93.44,"Bourbon County, KS",37.8543,-94.8482
,"Brown County, KS",20013.0,63.33,44.29,92.46,"Brown County, KS",39.8201,-95.5642
,"Butler County, KS",20015.0,66.98,47.87,92.73,"Butler County, KS",37.787,-96.8395
,"Chase County, KS",20017.0,66.21,46.52,92.78,"Chase County, KS",38.3061,-96.5966
,"Chautauqua County, KS",20019.0,68.92,48.2,94.42,"Chautauqua County, KS",37.1503,-96.2448
,"Cherokee County, KS",20021.0,68.02,48.5,93.8,"Cherokee County, KS",37.1699,-94.8463
,"Cheyenne County, KS",20023.0,65.25,43.65,88.37,"Cheyenne County, KS",39.7879,-101.7307
,"Clark County, KS",20025.0,70.24,47.71,91.81,"Clark County, KS",37.2305,-99.8179
,"Clay County, KS",20027.0,65.58,44.62,92.62,"Clay County, KS",39.35,-97.1652
,"Cloud County, KS",20029.0,65.36,44.5,92.3,"Cloud County, KS",39.469,-97.6492
,"Coffey County, KS",20031.0,66.17,47.2,93.27,"Coffey County, KS",38.2295,-95.7381
,"Comanche County, KS",20033.0,69.82,48.37,92.16,"Comanche County, KS",37.1882,-99.2727
,"Cowley County, KS",20035.0,68.38,48.0,93.37,"Cowley County, KS",37.2332,-96.8375
,"Crawford County, KS",20037.0,67.18,47.57,93.39,"Crawford County, KS",37.5054,-94.8526
,"Decatur County, KS",20039.0,65.33,44.62,89.85,"Decatur County, KS",39.7845,-100.4603
,"Dickinson County, KS",20041.0,66.44,46.18,93,"Dickinson County, KS",38.8729,-97.1495
,"Doniphan County, KS",20043.0,63.31,43.83,92.71,"Doniphan County, KS",39.8103,-95.108
,"Douglas County, KS",20045.0,65.16,45.2,93.29,"Douglas County, KS",38.8991,-95.2782
,"Edwards County, KS",20047.0,68.12,46.79,91.25,"Edwards County, KS",37.9097,-99.2959
,"Elk County, KS",20049.0,67.97,47.75,93.79,"Elk County, KS",37.4531,-96.2441
,"Ellis County, KS",20051.0,67.01,45.01,91.4,"Ellis County, KS",38.9163,-99.3172
,"Ellsworth County, KS",20053.0,66.82,45.82,92.2,"Ellsworth County, KS",38.6895,-98.2026
,"Finney County, KS",20055.0,68.77,45.62,90.12,"Finney County, KS",38.0013,-100.8836
,"Ford County, KS",20057.0,68.4,46.63,90.65,"Ford County, KS",37.6805,-99.8868
,"Franklin County, KS",20059.0,65.55,46.37,93.32,"Franklin County, KS",38.561,-95.2869
,"Geary County, KS",20061.0,65.8,45.54,92.79,"Geary County, KS",39.0482,-96.7322
,"Gove County, KS",20063.0,67.1,45.18,90.16,"Gove County, KS",38.9015,-100.4835
,"Graham County, KS",20065.0,66.33,45.29,90.68,"Graham County, KS",39.3498,-99.883
,"Grant County, KS",20067.0,70.01,46.25,89.92,"Grant County, KS",37.5692,-101.3083
,"Gray County, KS",20069.0,68.73,45.66,90.28,"Gray County, KS",37.7435,-100.4335
,"Greeley County, KS",20071.0,67.01,45.03,88.17,"Greeley County, KS",38.4836,-101.8061
,"Greenwood County, KS",20073.0,66.93,47.26,93.38,"Greenwood County, KS",37.889,-96.2419
,"Hamilton County, KS",20075.0,68.58,45.84,88.91,"Hamilton County, KS",38.0149,-101.793
,"Harper County, KS",20077.0,69.85,48.13,93.59,"Harper County, KS",37.1909,-98.0755
,"Harvey County, KS",20079.0,67.56,46.99,92.8,"Harvey County, KS",38.0434,-97.4275
,"Haskell County, KS",20081.0,69.07,46.18,89.93,"Haskell County, KS",37.5692,-100.8713
