Notes,County,County Code,Avg Daily Max Air Temperature (F),Avg Daily Min Air Temperature (F),Avg Daily Max Heat Index (F),County_Formatted,latitude,longitude
,"Otero County, NM",35035.0,70.19,51.35,85.93,"Otero County, NM",32.6969,-105.8645
,"Quay County, NM",35037.0,71.15,49.34,87.04,"Quay County, NM",35.1756,-103.5469
,"Rio Arriba County, NM",35039.0,56.16,38.76,81.55,"Rio Arriba County, NM",36.4672,-106.7823
,"Roosevelt County, NM",35041.0,72.2,49.95,86.77,"Roosevelt County, NM",34.0899,-103.4948
,"Sandoval County, NM",35043.0,61.29,43.32,82.91,"Sandoval County, NM",35.7068,-106.7786
,"San Juan County, NM",35045.0,62.78,45.5,83.69,"San Juan County, NM",36.5045,-108.3355
,"San Miguel County, NM",35047.0,65.01,45.1,84.7,"San Miguel County, NM",35.4542,-104.7319
,"Santa Fe County, NM",35049.0,61.65,43.04,82.31,"Santa Fe County, NM",35.5163,-105.9833
,"Sierra County, NM",35051.0,69.31,50.45,85.1,"Sierra County, NM",33.0436,-107.1072
,"Socorro County, NM",35053.0,67.0,47.85,84.29,"Socorro County, NM",34.0443,-106.8211
,"Taos County, NM",35055.0,53.38,36.17,80.74,"Taos County, NM",36.5058,-105.6413
,"Torrance County, NM",35057.0,63.84,44.92,82.46,"Torrance County, NM",34.6498,-105.878
,"Union County, NM",35059.0,65.88,45.36,84.69,"Union County, NM",36.3704,-103.5249
,"Valencia County, NM",35061.0,69.26,50.44,85.45,"Valencia County, NM",34.697,-106.835
,"Albany County, NY",36001.0,54.06,39.1,87.99,"Albany County, NY",42.6169,-73.977
,"Allegany County, NY",36003.0,52.15,36.88,86.2,"Allegany County, NY",42.2585,-78.0236
,"Bronx County, NY",36005.0,60.4,45.58,88.64,"Bronx County, NY",40.856,-73.8664
,"Broome County, NY",36007.0,53.53,38.44,87.1,"Broome County, NY",42.2087,-75.8619
,"Cattaraugus County, NY",36009.0,52.4,37.9,86.56,"Cattaraugus County, NY",42.2766,-78.6848
,"Cayuga County, NY",36011.0,53.95,39.9,87.72,"Cayuga County, NY",43.0195,-76.6022
,"Chautauqua County, NY",36013.0,53.15,39.42,86.69,"Chautauqua County, NY",42.2858,-79.3876
,"Chemung County, NY",36015.0,54.06,38.35,86.66,"Chemung County, NY",42.1465,-76.7623
,"Chenango County, NY",36017.0,52.23,37.5,86.89,"Chenango County, NY",42.4711,-75.6351
,"Clinton County, NY",36019.0,49.86,36.47,86.79,"Clinton County, NY",44.7224,-73.6768
,"Columbia County, NY",36021.0,55.36,40.52,88.51,"Columbia County, NY",42.2448,-73.6407
,"Cortland County, NY",36023.0,52.1,37.72,86.76,"Cortland County, NY",42.6006,-76.0718
,"Delaware County, NY",36025.0,51.37,37.32,86.49,"Delaware County, NY",42.1831,-74.9537
,"Dutchess County, NY",36027.0,56.7,41.93,88.61,"Dutchess County, NY",41.7622,-73.728
,"Erie County, NY",36029.0,54.19,40.36,87,"Erie County, NY",42.7691,-78.6668
,"Essex County, NY",36031.0,49.13,35.6,87.31,"Essex County, NY",44.1475,-73.7487
,"Franklin County, NY",36033.0,48.6,35.57,86.68,"Franklin County, NY",44.5612,-74.2572
,"Fulton County, NY",36035.0,51.73,37.66,87,"Fulton County, NY",43.1354,-74.427
,"Genesee County, NY",36037.0,54.17,40.55,87.13,"Genesee County, NY",43.0001,-78.1865
,"Greene County, NY",36039.0,52.92,38.24,88.16,"Greene County, NY",42.2823,-74.1308
,"Hamilton County, NY",36041.0,48.36,34.93,85.96,"Hamilton County, NY",43.6856,-74.505
,"Herkimer County, NY",36043.0,50.28,36.38,86.97,"Herkimer County, NY",43.4652,-74.9411
,"Jefferson County, NY",36045.0,51.89,39.3,86.66,"Jefferson County, NY",44.0407,-75.8085
,"Kings County, NY",36047.0,60.56,45.84,88.49,"Kings County, NY",40.6553,-73.9391
,"Lewis County, NY",36049.0,50.28,37.09,86.63,"Lewis County, NY",43.8336,-75.4915
,"Livingston County, NY",36051.0,54.27,39.54,87.15,"Livingston County, NY",42.7304,-77.7813
,"Madison County, NY",36053.0,52.02,37.93,87.26,"Madison County, NY",42.9545,-75.7265
,"Monroe County, NY",36055.0,54.71,41.43,87.44,"Monroe County, NY",43.1531,-77.6857
,"Montgomery County, NY",36057.0,53.84,39.21,87.8,"Montgomery County, NY",42.9109,-74.4198
,"Nassau County, NY",36059.0,58.75,46.47,87.65,"Nassau County, NY",40.7554,-73.573
,"New York County, NY",36061.0,60.4,45.52,88.62,"New York County, NY",40.7882,-73.9605
,"Niagara County, NY",36063.0,53.75,42.14,86.93,"Niagara County, NY",43.1973,-78.7555
,"Oneida County, NY",36065.0,52.74,39.0,87.84,"Oneida County, NY",43.2406,-75.4975
,"Onondaga County, NY",36067.0,53.5,39.71,87.94,"Onondaga County, NY",43.0228,-76.2029
,"Ontario County, NY",36069.0,54.03,39.18,87.07,"Ontario County, NY",42.808,-77.2821
,"Orange County, NY",36071.0,57.35,42.04,88.14,"Orange County, NY",41.3876,-74.3315
,"Orleans County, NY",36073.0,54.26,41.77,87.56,"Orleans County, NY",43.2522,-78.2296
,"Oswego County, NY",36075.0,52.82,40.41,87.94,"Oswego County, NY",43.4316,-76.2142
,"Otsego County, NY",36077.0,51.48,36.81,86.65,"Otsego County, NY",42.6115,-74.9894
,"Putnam County, NY",36079.0,56.83,42.29,88,"Putnam County, NY",41.4237,-73.7555
,"Queens County, NY",36081.0,60.64,45.7,88.65,"Queens County, NY",40.7043,-73.8196
,"Rensselaer County, NY",36083.0,53.59,39.42,88.05,"Rensselaer County, NY",42.713,-73.4898
,"Richmond County, NY",36085.0,59.68,46.07,87.95,"Richmond County, NY",40.5726,-74.1446
,"Rockland County, NY",36087.0,58.87,43.92,88.68,"Rockland County, NY",41.1589,-74.0653
,"St. Lawrence County, NY",36089.0,50.99,37.06,87.13,"St. Lawrence County, NY",44.5333,-75.1606
,"Saratoga County, NY",36091.0,53.82,39.41,88.26,"Saratoga County, NY",43.0872,-73.8458
,"Schenectady County, NY",36093.0,54.32,39.2,87.85,"Schenectady County, NY",42.8329,-74.0442
,"Schoharie County, NY",36095.0,51.81,37.46,86.63,"Schoharie County, NY",42.5925,-74.4362
,"Schuyler County, NY",36097.0,53.49,38.17,86.45,"Schuyler County, NY",42.3922,-76.8958
,"Seneca County, NY",36099.0,54.72,39.99,87.7,"Seneca County, NY",42.7838,-76.8577
,"Steuben County, NY",36101.0,53.05,37.78,86.24,"Steuben County, NY",42.2995,-77.4184
,"Suffolk County, NY",36103.0,55.44,48.51,87.57,"Suffolk County, NY",40.9086,-72.9176
,"Sullivan County, NY",36105.0,53.93,39.45,87.12,"Sullivan County, NY",41.7194,-74.7908
,"Tioga County, NY",36107.0,54.1,38.48,87.04,"Tioga County, NY",42.2046,-76.3107
,"Tompkins County, NY",36109.0,53.53,38.56,86.94,"Tompkins County, NY",42.4439,-76.4727
,"Ulster County, NY",36111.0,53.84,39.46,88.17,"Ulster County, NY",41.8791,-74.2028
,"Warren County, NY",36113.0,50.71,36.88,87.1,"Warren County, NY",43.5152,-73.9062
,"Washington County, NY",36115.0,53.59,39.63,88.15,"Washington County, NY",43.376,-73.4303
,"Wayne County, NY",36117.0,54.32,40.94,87.83,"Wayne County, NY",43.1793,-77.0416
,"Westchester County, NY",36119.0,58.17,43.39,88.33,"Westchester County, NY",41.1249,-73.7718
,"Wyoming County, NY",36121.0,52.4,38.35,86.39,"Wyoming County, NY",42.6952,-78.2099
,"Yates County, NY",36123.0,54.33,39.18,87.2,"Yates County, NY",42.6109,-77.1306
,"Alamance County, NC",37001.0,68.11,50.52,90.08,"Alamance County, NC",36.0473,-79.4006
,"Alexander County, NC",37003.0,66.66,50.36,88.74,"Alexander County, NC",35.9161,-81.181
,"Alleghany County, NC",37005.0,60.1,44.52,84.72,"Alleghany County, NC",36.4705,-81.1261
,"Anson County, NC",37007.0,71.03,53.05,91.95,"Anson County, NC",35.0087,-80.0992
,"Ashe County, NC",37009.0,58.04,43.41,84.27,"Ashe County, NC",36.4146,-81.4996
,"Avery County, NC",37011.0,56.79,42.37,83.84,"Avery County, NC",36.0994,-81.9277
,"Beaufort County, NC",37013.0,70.51,52.33,91.66,"Beaufort County, NC",35.4781,-76.6975
,"Bertie County, NC",37015.0,69.6,50.75,91.76,"Bertie County, NC",36.03,-76.985
,"Bladen County, NC",37017.0,71.7,53.45,92.35,"Bladen County, NC",34.6121,-78.5716
,"Brunswick County, NC",37019.0,71.81,58.67,91.68,"Brunswick County, NC",34.1198,-78.2512
,"Buncombe County, NC",37021.0,61.7,46.37,85.9,"Buncombe County, NC",35.6207,-82.5391
,"Burke County, NC",37023.0,65.87,50.21,88.56,"Burke County, NC",35.7795,-81.7535
,"Cabarrus County, NC",37025.0,69.37,51.83,90.55,"Cabarrus County, NC",35.3455,-80.5464
,"Caldwell County, NC",37027.0,65.07,49.99,88.25,"Caldwell County, NC",35.9399,-81.5596
,"Camden County, NC",37029.0,67.6,54.55,90.74,"Camden County, NC",36.3576,-76.171
,"Carteret County, NC",37031.0,70.11,61.05,89.9,"Carteret County, NC",34.8384,-76.6488
,"Caswell County, NC",37033.0,67.81,50.13,90.24,"Caswell County, NC",36.3928,-79.3352
,"Catawba County, NC",37035.0,67.91,51.07,89.55,"Catawba County, NC",35.6888,-81.2042
,"Chatham County, NC",37037.0,69.52,51.33,91.02,"Chatham County, NC",35.678,-79.2599
,"Cherokee County, NC",37039.0,63.85,48.98,86.92,"Cherokee County, NC",35.1398,-84.0769
,"Chowan County, NC",37041.0,69.61,51.08,91.58,"Chowan County, NC",36.1793,-76.6506
,"Clay County, NC",37043.0,62.41,48.05,86.01,"Clay County, NC",35.0738,-83.7498
,"Cleveland County, NC",37045.0,68.71,52.25,90.21,"Cleveland County, NC",35.3743,-81.5594
,"Columbus County, NC",37047.0,72.16,54.82,92.39,"Columbus County, NC",34.215,-78.6198
,"Craven County, NC",37049.0,70.8,53.05,91.71,"Craven County, NC",35.2382,-77.1841
,"Cumberland County, NC",37051.0,71.02,52.56,92.08,"Cumberland County, NC",35.051,-78.8717
,"Currituck County, NC",37053.0,66.21,58.56,89.44,"Currituck County, NC",36.3115,-75.9312
,"Dare County, NC",37055.0,67.42,61.13,89.12,"Dare County, NC",35.7741,-75.8627
,"Davidson County, NC",37057.0,68.42,50.83,90.01,"Davidson County, NC",35.7656,-80.2531
,"Davie County, NC",37059.0,68.21,51.25,90.03,"Davie County, NC",35.9021,-80.5375
,"Duplin County, NC",37061.0,71.28,53.49,91.89,"Duplin County, NC",34.951,-77.9078
,"Durham County, NC",37063.0,68.98,50.82,90.94,"Durham County, NC",36.0511,-78.8681
,"Edgecombe County, NC",37065.0,69.79,50.74,91.93,"Edgecombe County, NC",35.9136,-77.578
,"Forsyth County, NC",37067.0,67.34,50.65,89.61,"Forsyth County, NC",36.1176,-80.2522
,"Franklin County, NC",37069.0,69.03,51.07,91.16,"Franklin County, NC",36.0416,-78.3303
,"Gaston County, NC",37071.0,69.31,52.04,90.39,"Gaston County, NC",35.2834,-81.1822
,"Gates County, NC",37073.0,69.0,50.24,91.67,"Gates County, NC",36.4284,-76.7105
,"Graham County, NC",37075.0,61.6,46.62,85.56,"Graham County, NC",35.342,-83.8333
,"Granville County, NC",37077.0,68.4,49.88,90.59,"Granville County, NC",36.2968,-78.6558
,"Greene County, NC",37079.0,70.41,51.62,92.01,"Greene County, NC",35.4999,-77.6675
,"Guilford County, NC",37081.0,67.76,50.53,89.73,"Guilford County, NC",36.0738,-79.7901
,"Halifax County, NC",37083.0,69.04,50.39,91.51,"Halifax County, NC",36.2584,-77.6848
,"Harnett County, NC",37085.0,70.46,52.0,91.77,"Harnett County, NC",35.3877,-78.839
,"Haywood County, NC",37087.0,58.58,42.55,84.17,"Haywood County, NC",35.5419,-82.9658
,"Henderson County, NC",37089.0,62.66,47.69,85.82,"Henderson County, NC",35.3228,-82.4741
,"Hertford County, NC",37091.0,69.04,50.17,91.72,"Hertford County, NC",36.3931,-77.031
,"Hoke County, NC",37093.0,70.99,53.61,91.74,"Hoke County, NC",35.0238,-79.2598
,"Hyde County, NC",37095.0,70.26,54.35,91.12,"Hyde County, NC",35.5164,-76.2309
,"Iredell County, NC",37097.0,67.98,51.2,89.71,"Iredell County, NC",35.7741,-80.9217
,"Jackson County, NC",37099.0,60.04,44.54,84.94,"Jackson County, NC",35.2632,-83.1162
,"Johnston County, NC",37101.0,70.08,52.01,91.68,"Johnston County, NC",35.5376,-78.3875
,"Jones County, NC",37103.0,71.4,53.78,91.59,"Jones County, NC",35.0101,-77.4145
,"Lee County, NC",37105.0,70.19,52.15,91.4,"Lee County, NC",35.4674,-79.1892
,"Lenoir County, NC",37107.0,70.71,52.25,91.95,"Lenoir County, NC",35.2179,-77.6761
,"Lincoln County, NC",37109.0,68.56,51.9,90.01,"Lincoln County, NC",35.485,-81.2181
,"McDowell County, NC",37111.0,63.84,48.89,87.77,"McDowell County, NC",35.7389,-82.0433
,"Macon County, NC",37113.0,60.18,45.47,85.13,"Macon County, NC",35.1625,-83.4796
,"Madison County, NC",37115.0,61.22,45.3,85.39,"Madison County, NC",35.8721,-82.6653
,"Martin County, NC",37117.0,69.95,51.38,91.85,"Martin County, NC",35.8669,-77.195
,"Mecklenburg County, NC",37119.0,69.47,52.0,90.5,"Mecklenburg County, NC",35.2586,-80.831
,"Mitchell County, NC",37121.0,59.45,44.72,84.57,"Mitchell County, NC",35.9917,-82.1267
,"Montgomery County, NC",37123.0,69.83,52.26,90.94,"Montgomery County, NC",35.3237,-79.8985
,"Moore County, NC",37125.0,70.04,53.14,91.08,"Moore County, NC",35.2784,-79.4623
,"Nash County, NC",37127.0,69.45,51.33,91.58,"Nash County, NC",35.9636,-77.977
,"New Hanover County, NC",37129.0,71.36,60.67,91.02,"New Hanover County, NC",34.159,-77.8974
,"Northampton County, NC",37131.0,69.16,50.12,91.81,"Northampton County, NC",36.3559,-77.3693
,"Onslow County, NC",37133.0,71.69,55.64,91.5,"Onslow County, NC",34.7213,-77.2486
,"Orange County, NC",37135.0,68.19,50.72,90.18,"Orange County, NC",36.0541,-79.1222
,"Pamlico County, NC",37137.0,70.75,53.91,91.54,"Pamlico County, NC",35.1476,-76.8618
,"Pasquotank County, NC",37139.0,68.23,53.55,90.95,"Pasquotank County, NC",36.3172,-76.3078
,"Pender County, NC",37141.0,71.71,55.15,91.99,"Pender County, NC",34.5169,-77.9241
,"Perquimans County, NC",37143.0,69.17,51.8,91.38,"Perquimans County, NC",36.2279,-76.4477
,"Person County, NC",37145.0,67.81,50.21,90.13,"Person County, NC",36.3907,-78.9725
,"Pitt County, NC",37147.0,70.34,51.87,92.01,"Pitt County, NC",35.5808,-77.3685
,"Polk County, NC",37149.0,66.48,50.9,88.68,"Polk County, NC",35.2971,-82.1763
,"Randolph County, NC",37151.0,68.86,51.05,90.33,"Randolph County, NC",35.7161,-79.8027
,"Richmond County, NC",37153.0,70.9,53.01,91.73,"Richmond County, NC",34.9947,-79.7277
,"Robeson County, NC",37155.0,71.72,53.58,92.23,"Robeson County, NC",34.6272,-79.1436
,"Rockingham County, NC",37157.0,67.48,50.01,89.96,"Rockingham County, NC",36.3943,-79.7777
,"Rowan County, NC",37159.0,68.64,51.18,90.07,"Rowan County, NC",35.6834,-80.5507
,"Rutherford County, NC",37161.0,67.54,51.6,89.51,"Rutherford County, NC",35.3967,-81.9147
,"Sampson County, NC",37163.0,71.04,52.58,92.14,"Sampson County, NC",34.9352,-78.3612
,"Scotland County, NC",37165.0,71.21,53.41,91.86,"Scotland County, NC",34.8371,-79.484
,"Stanly County, NC",37167.0,69.97,52.28,91.15,"Stanly County, NC",35.323,-80.2478
